Census Year,Measure,Area Unit,Area Unit Code,Value,Value Unit,Value Label,Null Reason
2006,Median household income ($),Ohura,Ohura,18100,nzd,NZD,
2013,Median household income ($),Ohura,Ohura,25800,nzd,NZD,
2001,Median household income ($),Ngapuke,Ngapuke,39400,nzd,NZD,
2006,Median household income ($),Ngapuke,Ngapuke,44000,nzd,NZD,
2013,Median household income ($),Ngapuke,Ngapuke,54700,nzd,NZD,
2001,Median household income ($),Kuratau,Kuratau,29600,nzd,NZD,
2006,Median household income ($),Kuratau,Kuratau,50600,nzd,NZD,
2013,Median household income ($),Kuratau,Kuratau,56700,nzd,NZD,
2001,Median household income ($),Raurimu,Raurimu,37500,nzd,NZD,
2006,Median household income ($),Raurimu,Raurimu,41700,nzd,NZD,
2013,Median household income ($),Raurimu,Raurimu,48000,nzd,NZD,
2001,Median household income ($),National Park,National Park,29200,nzd,NZD,
2006,Median household income ($),National Park,National Park,47500,nzd,NZD,
2013,Median household income ($),National Park,National Park,37500,nzd,NZD,
2001,Median household income ($),Otangiwai-Heao,Otangiwai-Heao,34600,nzd,NZD,
2006,Median household income ($),Otangiwai-Heao,Otangiwai-Heao,41700,nzd,NZD,
2013,Median household income ($),Otangiwai-Heao,Otangiwai-Heao,48500,nzd,NZD,
2001,Median household income ($),Tarrangower,Tarrangower,28300,nzd,NZD,
2006,Median household income ($),Tarrangower,Tarrangower,32200,nzd,NZD,
2013,Median household income ($),Tarrangower,Tarrangower,34800,nzd,NZD,
2001,Median household income ($),Taumarunui Central,Taumarunui Central,23100,nzd,NZD,
2006,Median household income ($),Taumarunui Central,Taumarunui Central,30100,nzd,NZD,
2013,Median household income ($),Taumarunui Central,Taumarunui Central,29800,nzd,NZD,
2001,Median household income ($),Sunshine-Hospital Hill,Sunshine-Hospital Hill,28400,nzd,NZD,
2006,Median household income ($),Sunshine-Hospital Hill,Sunshine-Hospital Hill,30300,nzd,NZD,
2013,Median household income ($),Sunshine-Hospital Hill,Sunshine-Hospital Hill,38800,nzd,NZD,
2001,Median household income ($),Manunui,Manunui,25600,nzd,NZD,
2006,Median household income ($),Manunui,Manunui,31500,nzd,NZD,
2013,Median household income ($),Manunui,Manunui,39200,nzd,NZD,
2001,Median household income ($),Whitianga,Whitianga,27600,nzd,NZD,
2006,Median household income ($),Whitianga,Whitianga,39400,nzd,NZD,
2013,Median household income ($),Whitianga,Whitianga,43100,nzd,NZD,
2001,Median household income ($),Coromandel,Coromandel,22800,nzd,NZD,
2006,Median household income ($),Coromandel,Coromandel,33000,nzd,NZD,
2013,Median household income ($),Coromandel,Coromandel,37800,nzd,NZD,
2001,Median household income ($),Te Rerenga,Te Rerenga,27400,nzd,NZD,
2006,Median household income ($),Te Rerenga,Te Rerenga,35500,nzd,NZD,
2013,Median household income ($),Te Rerenga,Te Rerenga,42500,nzd,NZD,
2001,Median household income ($),Whangamata,Whangamata,25800,nzd,NZD,
2006,Median household income ($),Whangamata,Whangamata,31700,nzd,NZD,
2013,Median household income ($),Whangamata,Whangamata,38700,nzd,NZD,
2001,Median household income ($),Tairua,Tairua,26700,nzd,NZD,
2006,Median household income ($),Tairua,Tairua,32100,nzd,NZD,
2013,Median household income ($),Tairua,Tairua,38900,nzd,NZD,
2001,Median household income ($),Moanataiari,Moanataiari,26900,nzd,NZD,
2006,Median household income ($),Moanataiari,Moanataiari,32300,nzd,NZD,
2013,Median household income ($),Moanataiari,Moanataiari,34800,nzd,NZD,
2001,Median household income ($),Parawai,Parawai,32900,nzd,NZD,
2006,Median household income ($),Parawai,Parawai,37900,nzd,NZD,
2013,Median household income ($),Parawai,Parawai,40800,nzd,NZD,
2001,Median household income ($),Pauanui Beach,Pauanui Beach,27900,nzd,NZD,
2006,Median household income ($),Pauanui Beach,Pauanui Beach,33800,nzd,NZD,
2013,Median household income ($),Pauanui Beach,Pauanui Beach,47300,nzd,NZD,
2001,Median household income ($),Hikuai,Hikuai,33100,nzd,NZD,
2006,Median household income ($),Hikuai,Hikuai,44600,nzd,NZD,
2013,Median household income ($),Hikuai,Hikuai,52900,nzd,NZD,
2001,Median household income ($),Te Puru-Thornton Bay,Te Puru-Thornton Bay,30400,nzd,NZD,
2006,Median household income ($),Te Puru-Thornton Bay,Te Puru-Thornton Bay,36600,nzd,NZD,
2013,Median household income ($),Te Puru-Thornton Bay,Te Puru-Thornton Bay,38800,nzd,NZD,
2001,Median household income ($),Ngatea,Ngatea,29500,nzd,NZD,
2006,Median household income ($),Ngatea,Ngatea,39400,nzd,NZD,
2013,Median household income ($),Ngatea,Ngatea,52100,nzd,NZD,
2001,Median household income ($),Hauraki Plains,Hauraki Plains,49800,nzd,NZD,
2006,Median household income ($),Hauraki Plains,Hauraki Plains,55600,nzd,NZD,
2013,Median household income ($),Hauraki Plains,Hauraki Plains,65000,nzd,NZD,
2001,Median household income ($),Turua,Turua,44600,nzd,NZD,
2006,Median household income ($),Turua,Turua,53700,nzd,NZD,
2013,Median household income ($),Turua,Turua,60900,nzd,NZD,
2001,Median household income ($),Kerepehi,Kerepehi,28400,nzd,NZD,
2006,Median household income ($),Kerepehi,Kerepehi,34400,nzd,NZD,
2013,Median household income ($),Kerepehi,Kerepehi,41300,nzd,NZD,
2001,Median household income ($),Waihi Beach,Waihi Beach,27300,nzd,NZD,
2006,Median household income ($),Waihi Beach,Waihi Beach,36000,nzd,NZD,
2013,Median household income ($),Waihi Beach,Waihi Beach,46500,nzd,NZD,
2001,Median household income ($),Ohinemuri,Ohinemuri,34300,nzd,NZD,
2006,Median household income ($),Ohinemuri,Ohinemuri,42500,nzd,NZD,
2013,Median household income ($),Ohinemuri,Ohinemuri,50900,nzd,NZD,
2001,Median household income ($),Paeroa,Paeroa,27200,nzd,NZD,
2006,Median household income ($),Paeroa,Paeroa,31700,nzd,NZD,
2013,Median household income ($),Paeroa,Paeroa,34400,nzd,NZD,
2001,Median household income ($),Waihi,Waihi,24700,nzd,NZD,
2006,Median household income ($),Waihi,Waihi,25600,nzd,NZD,
2013,Median household income ($),Waihi,Waihi,33100,nzd,NZD,
2001,Median household income ($),Tahuroa,Tahuroa,54100,nzd,NZD,
2006,Median household income ($),Tahuroa,Tahuroa,63900,nzd,NZD,
2013,Median household income ($),Tahuroa,Tahuroa,75300,nzd,NZD,
2001,Median household income ($),Waitoa,Waitoa,38800,nzd,NZD,
2006,Median household income ($),Waitoa,Waitoa,47500,nzd,NZD,
2013,Median household income ($),Waitoa,Waitoa,55000,nzd,NZD,
2001,Median household income ($),Springdale,Springdale,57100,nzd,NZD,
2006,Median household income ($),Springdale,Springdale,61400,nzd,NZD,
2013,Median household income ($),Springdale,Springdale,72200,nzd,NZD,
2001,Median household income ($),Waihou-Walton,Waihou-Walton,53200,nzd,NZD,
2006,Median household income ($),Waihou-Walton,Waihou-Walton,60900,nzd,NZD,
2013,Median household income ($),Waihou-Walton,Waihou-Walton,68900,nzd,NZD,
2001,Median household income ($),Te Aroha,Te Aroha,28300,nzd,NZD,
2006,Median household income ($),Te Aroha,Te Aroha,35400,nzd,NZD,
2013,Median household income ($),Te Aroha,Te Aroha,44500,nzd,NZD,
2001,Median household income ($),Morrinsville West,Morrinsville West,33600,nzd,NZD,
2006,Median household income ($),Morrinsville West,Morrinsville West,38100,nzd,NZD,
2013,Median household income ($),Morrinsville West,Morrinsville West,48400,nzd,NZD,
2001,Median household income ($),Morrinsville East,Morrinsville East,39200,nzd,NZD,
2006,Median household income ($),Morrinsville East,Morrinsville East,52800,nzd,NZD,
2013,Median household income ($),Morrinsville East,Morrinsville East,61700,nzd,NZD,
2001,Median household income ($),Waharoa,Waharoa,26500,nzd,NZD,
2006,Median household income ($),Waharoa,Waharoa,30600,nzd,NZD,
2013,Median household income ($),Waharoa,Waharoa,45000,nzd,NZD,
2001,Median household income ($),Tirau,Tirau,32000,nzd,NZD,
2006,Median household income ($),Tirau,Tirau,38800,nzd,NZD,
2013,Median household income ($),Tirau,Tirau,45600,nzd,NZD,
2001,Median household income ($),Mangakaretu,Mangakaretu,52500,nzd,NZD,
2006,Median household income ($),Mangakaretu,Mangakaretu,45000,nzd,NZD,
2013,Median household income ($),Mangakaretu,Mangakaretu,81300,nzd,NZD,
2001,Median household income ($),Kinleith,Kinleith,64000,nzd,NZD,
2006,Median household income ($),Kinleith,Kinleith,65000,nzd,NZD,
2013,Median household income ($),Kinleith,Kinleith,71000,nzd,NZD,
2001,Median household income ($),Okauia,Okauia,53400,nzd,NZD,
2006,Median household income ($),Okauia,Okauia,61700,nzd,NZD,
2013,Median household income ($),Okauia,Okauia,75000,nzd,NZD,
2001,Median household income ($),Te Poi,Te Poi,49500,nzd,NZD,
2006,Median household income ($),Te Poi,Te Poi,60000,nzd,NZD,
2013,Median household income ($),Te Poi,Te Poi,68600,nzd,NZD,
2001,Median household income ($),Tapapa,Tapapa,47500,nzd,NZD,
2006,Median household income ($),Tapapa,Tapapa,63700,nzd,NZD,
2013,Median household income ($),Tapapa,Tapapa,70800,nzd,NZD,
2001,Median household income ($),Karapiro,Karapiro,51800,nzd,NZD,
2006,Median household income ($),Karapiro,Karapiro,70100,nzd,NZD,
2013,Median household income ($),Karapiro,Karapiro,86900,nzd,NZD,
2001,Median household income ($),Hinuera,Hinuera,53900,nzd,NZD,
2006,Median household income ($),Hinuera,Hinuera,66900,nzd,NZD,
2013,Median household income ($),Hinuera,Hinuera,78900,nzd,NZD,
2001,Median household income ($),Arapuni,Arapuni,50300,nzd,NZD,
2006,Median household income ($),Arapuni,Arapuni,59800,nzd,NZD,
2013,Median household income ($),Arapuni,Arapuni,70300,nzd,NZD,
2001,Median household income ($),Lichfield,Lichfield,50600,nzd,NZD,
2006,Median household income ($),Lichfield,Lichfield,61000,nzd,NZD,
2013,Median household income ($),Lichfield,Lichfield,74800,nzd,NZD,
2001,Median household income ($),Wawa,Wawa,58900,nzd,NZD,
2006,Median household income ($),Wawa,Wawa,61000,nzd,NZD,
2013,Median household income ($),Wawa,Wawa,67900,nzd,NZD,
2001,Median household income ($),Paraonui,Paraonui,46600,nzd,NZD,
2006,Median household income ($),Paraonui,Paraonui,49300,nzd,NZD,
2013,Median household income ($),Paraonui,Paraonui,55000,nzd,NZD,
2001,Median household income ($),Parkdale,Parkdale,43000,nzd,NZD,
2006,Median household income ($),Parkdale,Parkdale,42200,nzd,NZD,
2013,Median household income ($),Parkdale,Parkdale,55000,nzd,NZD,
2001,Median household income ($),Matarawa,Matarawa,31900,nzd,NZD,
2006,Median household income ($),Matarawa,Matarawa,36700,nzd,NZD,
2013,Median household income ($),Matarawa,Matarawa,38400,nzd,NZD,
2001,Median household income ($),Stanley Park,Stanley Park,26900,nzd,NZD,
2006,Median household income ($),Stanley Park,Stanley Park,31300,nzd,NZD,
2013,Median household income ($),Stanley Park,Stanley Park,32500,nzd,NZD,
2001,Median household income ($),Tokoroa Central,Tokoroa Central,24700,nzd,NZD,
2006,Median household income ($),Tokoroa Central,Tokoroa Central,24100,nzd,NZD,
2013,Median household income ($),Tokoroa Central,Tokoroa Central,35600,nzd,NZD,
2001,Median household income ($),Aotea,Aotea,41300,nzd,NZD,
2006,Median household income ($),Aotea,Aotea,42900,nzd,NZD,
2013,Median household income ($),Aotea,Aotea,51300,nzd,NZD,
2001,Median household income ($),Strathmore,Strathmore,33500,nzd,NZD,
2006,Median household income ($),Strathmore,Strathmore,37700,nzd,NZD,
2013,Median household income ($),Strathmore,Strathmore,39500,nzd,NZD,
2001,Median household income ($),Amisfield,Amisfield,47500,nzd,NZD,
2006,Median household income ($),Amisfield,Amisfield,46700,nzd,NZD,
2013,Median household income ($),Amisfield,Amisfield,61700,nzd,NZD,
2001,Median household income ($),Matamata North,Matamata North,30400,nzd,NZD,
2006,Median household income ($),Matamata North,Matamata North,34600,nzd,NZD,
2013,Median household income ($),Matamata North,Matamata North,46300,nzd,NZD,
2001,Median household income ($),Matamata South,Matamata South,34800,nzd,NZD,
2006,Median household income ($),Matamata South,Matamata South,41600,nzd,NZD,
2013,Median household income ($),Matamata South,Matamata South,49800,nzd,NZD,
2001,Median household income ($),Putaruru,Putaruru,30900,nzd,NZD,
2006,Median household income ($),Putaruru,Putaruru,33300,nzd,NZD,
2013,Median household income ($),Putaruru,Putaruru,38700,nzd,NZD,
2001,Median household income ($),Athenree,Athenree,28100,nzd,NZD,
2006,Median household income ($),Athenree,Athenree,38800,nzd,NZD,
2013,Median household income ($),Athenree,Athenree,52100,nzd,NZD,
2001,Median household income ($),Katikati Community,Katikati Community,26400,nzd,NZD,
2006,Median household income ($),Katikati Community,Katikati Community,29500,nzd,NZD,
2013,Median household income ($),Katikati Community,Katikati Community,36400,nzd,NZD,
2001,Median household income ($),Maketu Community,Maketu Community,26100,nzd,NZD,
2006,Median household income ($),Maketu Community,Maketu Community,39600,nzd,NZD,
2013,Median household income ($),Maketu Community,Maketu Community,45000,nzd,NZD,
2001,Median household income ($),Omokoroa,Omokoroa,28700,nzd,NZD,
2006,Median household income ($),Omokoroa,Omokoroa,42500,nzd,NZD,
2013,Median household income ($),Omokoroa,Omokoroa,54400,nzd,NZD,
2001,Median household income ($),Papamoa Beach East,Papamoa Beach East,36900,nzd,NZD,
2006,Median household income ($),Papamoa Beach East,Papamoa Beach East,49700,nzd,NZD,
2013,Median household income ($),Papamoa Beach East,Papamoa Beach East,56300,nzd,NZD,
2001,Median household income ($),Palm Springs,Palm Springs,37300,nzd,NZD,
2006,Median household income ($),Palm Springs,Palm Springs,54200,nzd,NZD,
2013,Median household income ($),Palm Springs,Palm Springs,64700,nzd,NZD,
2001,Median household income ($),Doncaster,Doncaster,26900,nzd,NZD,
2006,Median household income ($),Doncaster,Doncaster,32700,nzd,NZD,
2013,Median household income ($),Doncaster,Doncaster,50700,nzd,NZD,
2001,Median household income ($),Island View-Pios Beach,Island View-Pios Beach,31400,nzd,NZD,
2006,Median household income ($),Island View-Pios Beach,Island View-Pios Beach,40300,nzd,NZD,
2013,Median household income ($),Island View-Pios Beach,Island View-Pios Beach,54300,nzd,NZD,
2001,Median household income ($),Te Puna,Te Puna,45000,nzd,NZD,
2006,Median household income ($),Te Puna,Te Puna,60000,nzd,NZD,
2013,Median household income ($),Te Puna,Te Puna,70300,nzd,NZD,
2001,Median household income ($),Matapihi,Matapihi,30400,nzd,NZD,
2006,Median household income ($),Matapihi,Matapihi,55000,nzd,NZD,
2013,Median household income ($),Matapihi,Matapihi,55000,nzd,NZD,
2001,Median household income ($),Inlet-Tauranga Harbour Omokoroa,Inlet-Tauranga Harbour Omokoroa,,nzd,NZD,confidential
2006,Median household income ($),Inlet-Tauranga Harbour Omokoroa,Inlet-Tauranga Harbour Omokoroa,,nzd,NZD,confidential
2013,Median household income ($),Inlet-Tauranga Harbour Omokoroa,Inlet-Tauranga Harbour Omokoroa,,nzd,NZD,confidential
2001,Median household income ($),Inlet-Tauranga Harbour,Inlet-Tauranga Harbour,,nzd,NZD,confidential
2006,Median household income ($),Inlet-Tauranga Harbour,Inlet-Tauranga Harbour,,nzd,NZD,confidential
2013,Median household income ($),Inlet-Tauranga Harbour,Inlet-Tauranga Harbour,,nzd,NZD,confidential
2001,Median household income ($),Waikareao Estuary,Waikareao Estuary,,nzd,NZD,confidential
2006,Median household income ($),Waikareao Estuary,Waikareao Estuary,,nzd,NZD,confidential
2013,Median household income ($),Waikareao Estuary,Waikareao Estuary,,nzd,NZD,confidential
2001,Median household income ($),Motuopae Island,Motuopae Island,,nzd,NZD,confidential
2006,Median household income ($),Motuopae Island,Motuopae Island,,nzd,NZD,confidential
2013,Median household income ($),Motuopae Island,Motuopae Island,,nzd,NZD,confidential
2001,Median household income ($),Kairua,Kairua,32500,nzd,NZD,
2006,Median household income ($),Kairua,Kairua,45000,nzd,NZD,
2013,Median household income ($),Kairua,Kairua,45000,nzd,NZD,
2001,Median household income ($),Bethlehem East,Bethlehem East,51300,nzd,NZD,
2006,Median household income ($),Bethlehem East,Bethlehem East,63700,nzd,NZD,
2013,Median household income ($),Bethlehem East,Bethlehem East,71300,nzd,NZD,
2001,Median household income ($),Bethlehem,Bethlehem,47400,nzd,NZD,
2006,Median household income ($),Bethlehem,Bethlehem,68300,nzd,NZD,
2013,Median household income ($),Bethlehem,Bethlehem,75800,nzd,NZD,
2001,Median household income ($),Pacific View,Pacific View,42000,nzd,NZD,
2006,Median household income ($),Pacific View,Pacific View,54100,nzd,NZD,
2013,Median household income ($),Pacific View,Pacific View,65000,nzd,NZD,
2001,Median household income ($),Palm Beach,Palm Beach,37500,nzd,NZD,
2006,Median household income ($),Palm Beach,Palm Beach,50800,nzd,NZD,
2013,Median household income ($),Palm Beach,Palm Beach,54300,nzd,NZD,
2001,Median household income ($),Gravatt,Gravatt,42900,nzd,NZD,
2006,Median household income ($),Gravatt,Gravatt,56000,nzd,NZD,
2013,Median household income ($),Gravatt,Gravatt,70200,nzd,NZD,
2001,Median household income ($),Matakana Island,Matakana Island,31700,nzd,NZD,
